ID,Title,Cost_Score,ROI_Score,SA_Score
a9735088-2b67-407a-bd29-f2d3cfdc956e,AI-Powered Nice Platform,0.328198533,0.451956014,0.525486825
e1c3f005-9a26-46dd-b426-164035addf1d,Intelligent A Assistant,0.597197193,0.374104734,0.210880268
1b762bf1-4d70-4cae-89cf-fb30c9d6270d,AI-Powered Game Manager,0.291347703,0.546174589,0.355253006
374e3f68-1b8f-4895-9878-b180a2e12f58,Intelligent After Optimizer,0.505698093,0.483869154,0.367654358
fa397147-09ac-41b8-90af-3455400bdac5,Cloud-Based Woman Analyzer,0.377931947,0.45385544,0.629804751
11847297-ef35-4897-b938-459aaad4ec05,Smart Unit Bot,0.528601486,0.393864196,0.46675819
cdfda5c1-5079-4675-a3b3-9221e0196a1d,Self-Healing Surface Manager,0.682617987,0.450215829,0.411852183
4cd68549-8cce-4022-b20c-f171f2cd0b4a,AI-Powered Education Agent,0.594083689,0.663823573,0.460446884
9041fc5e-8336-4b82-9e5a-d6df9652a2ef,Intelligent Effect Service,0.406084933,0.630429722,0.582875063
79615b68-267a-484c-8642-53c58672da1f,Intelligent Our Analyzer,0.556701816,0.4429611,0.398503869
101bba9c-c856-4bb4-8d59-d91d5c3cd14c,Smart Bed Dashboard,0.571458302,0.648469681,0.590534554
c05e999e-578c-4d4c-90ee-7288aa15be7e,Self-Healing Mention Manager,0.530861202,0.439830054,0.60995781
feeff418-588f-4d4d-83e4-d277bd85e600,Intelligent Authority Service,0.21288476,0.618504621,0.61997371
c9fddea0-4229-44e7-89f4-a31a4c16a836,Automated No Manager,0.803542687,0.42478159,0.227713637
da3227c2-c456-4825-85b6-3511ef072151,AI-Powered Car Analyzer,0.354132566,0.323317618,0.274090157
f6fab85d-4c8d-42ac-9ef5-33d46b381109,Cloud-Based Receive Dashboard,0.356709898,0.785870944,0.445025634
9d9626c6-c8de-4a02-b513-c90cc027c41f,Automated Your Analyzer,0.593382686,0.584407991,0.457221171
e795baff-c037-4c5a-ad3b-48aeea7b661b,Smart Company Bot,0.303022135,0.685529589,0.614873197
ea0a431a-3e29-4a3a-a87b-e77866dec497,Predictive News Manager,0.712491327,0.541452814,0.447354675
acc2d362-4036-4ce0-ba66-beb2c7947084,Intelligent Policy Manager,0.310825314,0.392211834,0.407885416
947f6a04-c472-48e8-86ed-1241fee55d62,Self-Healing Development Agent,0.666472946,0.495520156,0.45029226
3154d7bd-5f7b-44a8-be4a-36ced23a6403,Smart Notice Platform,0.533259899,0.383762118,0.236978014
b7a6fbe5-ff0a-42be-90c8-e1c48ee34c2d,AI-Powered Show Dashboard,0.548403934,0.608262306,0.425531036
7df0e723-2485-4141-a939-d6752b628ecb,AI-Powered Deep Dashboard,0.339083296,0.346065579,0.505191695
cf34a19c-cb13-40f4-9d41-2a2a7e9107e4,Automated Forget Agent,0.476059819,0.441244546,0.470178683
682ea96d-4b25-4865-bf42-9c0e2e063096,Automated Remain Service,0.430906082,0.310701929,0.26742778
00856bf8-72e7-438b-8c6d-8a4adba18fb5,AI-Powered Hour Platform,0.52538684,0.528588384,0.41154846
780e00d3-d651-4e31-b28b-0353cf6342b2,Self-Healing We Assistant,0.659083925,0.499861733,0.397276613
39399287-2bd4-4846-a12f-c5a440d53787,Smart Live Service,0.592969247,0.598882649,0.299454389
6099f7d0-07c8-465e-bf4a-34d79e355562,Automated End System,0.495993296,0.616639469,0.302242488
b781c258-07eb-4e65-9cfd-6fd1540469f9,Automated Attack System,0.2773155,0.444089376,0.483397506
b61cfe29-dc3a-4ed8-a824-889cb7837fcb,Zero-Touch Against Platform,0.574049646,0.625127481,0.492183085
0da3bc2d-197f-4c38-99a0-4b9691cea5b2,Smart Once Platform,0.656568484,0.512773464,0.522907306
ee69b473-9e4e-4d00-a29e-d223ae84380a,Smart Per Agent,0.405907192,0.699198036,0.393502994
9d954410-db18-42fc-ad06-977cf5529424,Smart Account Manager,0.552490099,0.583890281,0.428590423
8685b5ee-64ec-42e0-b06b-c97bfc594365,Predictive Second System,0.584539904,0.499082041,0.365005302
e3edab42-b40c-4110-88b3-63d0867f4dd1,Self-Healing Artist Analyzer,0.527983048,0.468809643,0.62411653
606bc951-b8d9-4bbc-b39b-95ed82efcaef,Automated Author Optimizer,0.45698936,0.684969849,0.717098104
f3b13447-2453-4419-ac98-801a3c7df55d,Smart Almost Dashboard,0.476660564,0.430677705,0.54031305
d154b18b-2d27-4c1f-8079-bb4712e28ea9,Intelligent Give System,0.532633461,0.403495221,0.36307286
29684890-c874-4f10-bcd1-0262f46ebe6d,Predictive My Dashboard,0.700223793,0.616510066,0.449214944
232810a7-b98e-4fb0-b7f0-110b973d2844,Automated Family Platform,0.305115793,0.448741399,0.642302216
68ce6dbb-6f6b-4121-9e8a-9c177de4fc49,Automated Mention Platform,0.556955308,0.559336369,0.430130075
d4c6dcec-2061-44a5-8f18-f7b7ad69b740,Zero-Touch Notice Dashboard,0.59202132,0.318243804,0.338919859
38dc0ca1-6612-4fec-a52e-ef615a91701e,Intelligent Several Agent,0.477166533,0.476928441,0.492465617
f09795af-f34e-4548-812b-8bc2ec41786b,Smart Us System,0.376846899,0.513188966,0.26422973
8bcabfda-8622-4d1c-b10b-4ec40dddc7b0,Predictive Part Analyzer,0.382018272,0.400344778,0.550276698
485303e5-03a8-434c-917d-2998ea6765b4,Self-Healing Eight Platform,0.49882496,0.59417947,0.294691479
d664dc3d-c4c4-4628-a3c8-62ae4a772d89,Automated Material Agent,0.617931027,0.528493519,0.630199368
ae8322ce-8298-49d2-bbc9-d0f6ed5f8d0a,Smart Investment Bot,0.328494146,0.596510896,0.426449629
8de57023-0f98-452e-88b4-5fa784ae0f2e,Cloud-Based Between Assistant,0.655086062,0.516479472,0.337478857
66602e91-7b1e-417e-9bd2-5a61e2e94dfe,Automated Reason Manager,0.467264478,0.467992592,0.226819282
349ebfb7-e911-4130-8440-d8ef6135479c,Zero-Touch Health Assistant,0.644500709,0.43212348,0.485219645
a67cdc06-c7ba-4405-aca2-3cc8d8b195e1,Self-Healing Item Manager,0.332585511,0.57022417,0.531310632
2b6467d2-2159-4764-9d26-493a61f1d1fb,Automated Treat Bot,0.559766753,0.409834371,0.285917767
a5efad4f-47f4-4370-9b18-449f4bc89918,Predictive Arm Manager,0.450203948,0.633239969,0.277735148
b276c75b-71b4-41e9-9b2f-2fcadd049128,Intelligent Ready Platform,0.599765474,0.572265007,0.479278335
29297c2d-92f2-4459-8bed-697edc1f9cfb,Zero-Touch Billion Assistant,0.39391279,0.504610884,0.589648805
c00d133c-50a8-4fbd-bacb-e35fbaca03e6,Self-Healing Interesting Assistant,0.444704513,0.492047466,0.535170966
178f0718-17b7-4630-bccc-79c0405a6285,Self-Healing Group Manager,0.405718684,0.490627117,0.674805425
fd9077c4-3e08-47b6-af49-28f32db53e61,Smart Training Analyzer,0.451269138,0.542229852,0.459334241
8e10b4f4-c23b-4d4a-a89c-a69b6cb73822,Predictive Energy Assistant,0.603838292,0.521453537,0.706577129
e1d73648-69c1-4444-bf1f-d33c0da0665e,Intelligent Customer Service,0.529784912,0.544120999,0.460574421
e98b6e6d-c63a-45a0-a812-77de4850ca00,Smart List Manager,0.675628331,0.606014783,0.558461737
e8830dfb-e454-4bd7-b477-a63e66a6ac06,Self-Healing Cover Optimizer,0.546151012,0.563611076,0.734103253
165a9826-38bf-454a-a644-cb2fa36ee812,Cloud-Based Maintain System,0.593626084,0.543923595,0.649505072
779d464a-9bf6-4299-acd1-1c363a19769d,Smart Two System,0.461589531,0.636893724,0.604098483
6c6a7de2-e757-4e92-b36f-71fd8045abb7,Zero-Touch Bag System,0.57961483,0.59982164,0.187084932
7ece1dd5-62fb-430f-b855-75d30ee2533a,Predictive System Optimizer,0.537688468,0.538247906,0.795517735
9d1efe18-5375-4b4b-bf19-199bd32e8a36,AI-Powered Total Agent,0.680968612,0.395870147,0.659825593
adc7f488-468d-4dc5-a702-5ade0f63d0af,Self-Healing Billion Agent,0.359017427,0.731728445,0.473267514
b9054641-a708-4a08-af96-7d137e1e0c20,Zero-Touch Reach Platform,0.60176613,0.438950109,0.686049249
c84b2030-b6fb-4cc9-b5e2-a4e10fe51595,Self-Healing Think Analyzer,0.561215713,0.588099867,0.520346749
9eefee9c-ce23-4e66-8908-975e0b1f80a7,Automated Better Optimizer,0.625457396,0.392523203,0.563321288
a4af399d-a68b-408d-bdfd-679754fc5ab3,Predictive Some Agent,0.456272971,0.690016255,0.378359273
9e823355-75ec-42f9-be8a-e8f929065526,AI-Powered Economic System,0.431102287,0.317371238,0.403167537
16b949a1-03da-4cff-906e-4e94d7bc0f32,Automated Investment Platform,0.352744466,0.392678346,0.463794411
9b0a1426-7b4c-47fe-8c43-7a64ea5ab3b6,Cloud-Based Medical Bot,0.673819654,0.402362799,0.515388037
6b9a6a6d-2743-4c79-9ef0-57ac14017a05,Automated Treatment Dashboard,0.636859293,0.515529951,0.53137429
ea1f6c8d-d490-44f3-93ad-4a6ee2f22cf7,Intelligent Weight System,0.590138892,0.673409858,0.360771637
994376c1-91b3-481b-b6d9-b6162c030cd1,Zero-Touch Community Bot,0.581623705,0.317349654,0.505167574
d5b17ba1-baa0-4dd1-a66e-e1a8df1e544f,AI-Powered Able Platform,0.450978186,0.358504927,0.514250807
f80540a9-410c-488b-87f9-228efb5929fd,Self-Healing Evidence Analyzer,0.48648409,0.375173408,0.279852331
5d01d9fe-ee03-4b12-b880-863eba5a393f,AI-Powered Step Service,0.393616302,0.422496822,0.464299486
50b7ce00-2f75-4bcd-b3d5-808135d367fc,Automated Look Analyzer,0.510362823,0.538965884,0.527493752
28a122d9-c311-4141-80fa-a1505d167b2e,Intelligent Land Assistant,0.57196486,0.416143449,0.676228054
262a2a78-25c2-4505-86d3-a1d5f5b11fb5,Intelligent Side Platform,0.308847254,0.598876841,0.464617011
0c23da90-3649-4be8-9693-afee720c200b,Predictive Only Optimizer,0.54183067,0.264167618,0.420627904
58d92784-2623-4044-b34c-2e9cd1f0caaf,AI-Powered Serious Bot,0.450807038,0.402390405,0.307555168
d1e5129d-dd24-4500-875d-2c7c9910c228,Predictive Clear System,0.485205475,0.378228597,0.517612597
c7be61f7-5b3b-4d5c-a9a6-2bccc9e101c5,Smart Fine Service,0.436005048,0.615769462,0.460232709
76ffe5d5-17f0-48e8-9fd0-4e0d28556789,Self-Healing Article Service,0.46513629,0.441327461,0.12091224
7058aa39-51db-4590-b211-fb1e83435fc6,Zero-Touch Simply Optimizer,0.327959182,0.503907642,0.419270064
c073222b-1c27-4274-af01-7b2725e5dad1,Intelligent Ask Service,0.497155578,0.41481147,0.476355014
70004a59-97c1-4196-8570-4023daafa619,AI-Powered Former System,0.460403974,0.505876607,0.592506239
59680f40-b7d9-466b-9fc1-c8605876a071,Self-Healing Apply Optimizer,0.424724336,0.418053465,0.521255169
32c664ed-f8dd-4145-8004-0cbae87534ee,Smart Me System,0.660290759,0.506030802,0.520470031
e8a741be-b44c-4dea-8f91-fb98a315d256,Zero-Touch Wide Agent,0.513013133,0.341778843,0.475761722
7be54d6e-5603-42e6-ad5e-8f3ea936c85a,Intelligent Nice Agent,0.643465965,0.256883329,0.362331321
ea4ac8b0-1bbb-4b07-8657-b2f12449a7f4,AI-Powered Art System,0.528067727,0.453061617,0.583686128
5622dea1-dd06-445e-9588-f0b87237617d,Zero-Touch Be Analyzer,0.458124343,0.577692293,0.412882002
a3710bb2-3f7c-4617-8df3-a957ef174124,Self-Healing Cultural Manager,0.504680182,0.567284607,0.366251278
22e9f584-67c6-4e9d-b3a3-92da01753c4f,Smart Physical Dashboard,0.50674993,0.721219079,0.327682633
b0b27eac-a995-4115-a41d-34fac4489058,Self-Healing Republican Assistant,0.336220575,0.574080697,0.640215267
044f6246-e8ab-48e8-98b0-25d325836b2b,Cloud-Based Easy System,0.461907667,0.633792422,0.393157633
c359e06e-71ad-419b-8e2c-4a376eda6cca,Self-Healing Call Bot,0.511769908,0.551339502,0.467334223
504ecc59-4286-4c9c-8272-78c77b45cc7a,Zero-Touch Voice Analyzer,0.437007474,0.345854342,0.488820115
7fbfae68-9618-4ec6-90e4-d30771ec52be,Intelligent Employee Assistant,0.60250834,0.412267704,0.529911668
703d2dc0-9853-4750-a651-e72b040be7ea,Smart Phone Service,0.455859147,0.329802863,0.629614732
4e74cb91-1362-4939-a93b-2ef41ff64e09,Self-Healing President Analyzer,0.315442742,0.312646304,0.600824909
d6b95f54-e055-492d-9003-88731a61384b,Zero-Touch Kind System,0.454618275,0.494391337,0.23743637
93eb0abc-bdd2-4b49-bd38-17a5565c1800,Predictive Past System,0.451369493,0.535526028,0.487545226
097cd818-7fff-4d46-af4e-0daf8b12113b,Zero-Touch Necessary Optimizer,0.537502373,0.564110679,0.519104561
c27100dc-ce7a-4339-aa76-90454a6ad2b5,Intelligent Worry Bot,0.622438853,0.441385828,0.466988398
a6e6d325-76fb-469f-85c1-db454d5c69c7,Intelligent Democratic Analyzer,0.453557336,0.637160524,0.30291534
d8b2008b-9bc2-45b1-98c7-75c9d59a66ca,Automated Sense Agent,0.51430132,0.401910601,0.565115846
7f0e2a12-5668-4ec6-a4e1-2b9bb1d40cbe,Predictive Edge Service,0.196370146,0.546326777,0.58326739
b1774b63-d84f-487d-874e-dbf8e1b0b0c5,Automated Individual Dashboard,0.740111625,0.559532092,0.297229747
63c7773e-202c-46ee-a4b8-9b8d8025ec68,AI-Powered Remain Dashboard,0.615421875,0.489853929,0.67028343
5b4e2e70-c569-4506-a13a-510c36e7de2e,Cloud-Based First Bot,0.593835189,0.384113938,0.620835874
ed28d979-bb1e-4bdf-ba7d-6f0a564d21b7,AI-Powered Four Bot,0.357925143,0.630102973,0.379179866
89fd6ed2-4270-4b73-801a-0409bf3101f0,Self-Healing Society Bot,0.370093528,0.534113579,0.675005928
9d7fd88f-62b1-42d0-889c-598daa6d7b0d,AI-Powered Baby Assistant,0.499431859,0.465604343,0.464936516
13e56b12-284f-4b0e-9b69-470e8de7e88a,Predictive Low Analyzer,0.43278649,0.446753114,0.458633954
b2ea0a9f-ccfc-4f08-895b-393e386b7a16,Predictive Order Service,0.341061937,0.600960593,0.561806653
c0431305-b6f1-4538-acdd-528d1e7d1483,Intelligent Back Manager,0.499324212,0.469610344,0.471833019
12a281cb-450a-4ca0-b0ed-b95b967ab34b,Automated Different Analyzer,0.374146811,0.485413148,0.162688051
e2c0f403-e1ec-4f33-95a9-9b50cc1ceb65,Predictive Evidence Platform,0.317189919,0.565929284,0.536611967
